adresa,znacka_2015,x,zmena,znacka_1999,nazev_1999,nazev_2007,y,nazev_2015,znacka_2007
"Vratimovská 689, Ostrava - Kunčice 70702",,-468765.3691999987,n,,,,-1106135.0141999982,Lékárna U Hutě,
"Vratislavická 55, Liberec 46006",,-687862.685899999,n,,,,-976175.9307000004,Lékárna Arcana,
"Vratislavova 33, Praha 12800",,-743457.2256999984,n,,,,-1045225.325100001,Lékárna Pod Vyšehradem,
"Vratislavovo nám. 119, Nové Město na Moravě 59231",,-632194.6493000016,n,,"Lékárna U Salvátora, s.r.o.",,-1115948.3465000018,LÉKÁRNA U SALVÁTORA,
"Vratislavovo nám. 12, Nové Město na Moravě 52931",Dr.Max,-632183.9827000014,n,,,,-1116083.8561000004,Dr.Max LÉKÁRNA,
"Vrbenského 165, Hostomice 41752",,-778141.8957000002,n,,Lékárna Medea,Lékárna MEDEA,-982006.9312000014,MEDEA,
"Vrchlického 1977, Kladno 27201",,-763308.6843000017,n,,Lékárna,Dracena s.r.o.,-1034985.7556999996,Lékárna,
"Vrchlického 57, Jihlava 58601",Dr.Max,-670380.127700001,y,,Lékárna,TOMEA - prodejna zdravotnických potřeb,-1129833.7452000007,Dr.Max LÉKÁRNA,
"Vrchlického 59, Jihlava 58633",,-670519.8828000017,n,,,,-1129761.851399999,Nemocniční lékárna,
"Vrchlického 802, Liberec 14 46014",,-687578.6451000012,n,,,"Lékárna Sluníčko, s.r.o.",-972270.0084000006,Lékárna Sluníčko s.r.o.,
"Vrchovecká 1, Velké Meziříčí 59401",,-639252.9136999995,n,,Lékárna U černého orla,"Lékárna U Černého orla, s.r.o.",-1138178.7851999998,LÉKÁRNA U ČERNÉHO ORLA-VELKÉ MEZIŘÍČÍ s.r.o.,
"Vránova 172, Brno 62100",,-599438.4653000012,n,,Lékárna Melisa,Lékárna Vránova,-1154894.1975999996,Lékárna Vránova,
"Vršovců 1826, Chomutov 43001",,-807821.9979999997,n,,,,-991802.0020999983,Lékárna Vršovců,
"Vsetínská 71, Karolinka 75605",,-478459.85339999944,n,,,Lékárna,-1154905.8564000018,Lékárna,
"Vydmuchov 399, Karviná - Ráj 73412",,-451321.9107000008,n,,,,-1101758.4233999997,Lékárna U nemocnice,
"Vysočanská 382, Praha 19000",BENU,-736805.995000001,n,,,,-1040244.0045999996,BENU Lékárna,
"Vyšehradská 24, Praha 12800",,-743226.9974000007,n,,,,-1044737.0047000013,Lékárna U Spasitele,
"Václava Mayera 2898, Louny 44001",Dr.Max,-781432.8663999997,n,,,,-1007685.3608999997,Dr.Max LÉKÁRNA,
"Václavská 100, Jindřichův Hradec 37701",,-715185.2941999994,n,,,,-1152996.1147999987,Lékárna U Cepků,
"Václavská 1560, Tachov 34701",,-874435.4992000014,n,,Lékárna,,-1055908.1301999986,Na Poliklinice,
"Václavská 344, Netolice 38411",,-774765.9946000017,n,,Lékárna Netolice,Lékárna U Svaté Trojice v Netolicích,-1155076.9976999983,Lékárna u sv.Trojice v Netolicích,
"Václavská 49, Jindřichův Hradec 37701",Dr.Max,-715110.8597000018,n,,,,-1152949.4677000009,Dr.Max LÉKÁRNA,
"Václavská 570, Chrudim II 53727",,-646332.0414000005,n,,,,-1071662.5064000003,Lékárna Chrudimské nemocnice,
"Václavské náměstí 252, Kutná Hora 28401",,-684792.8044999987,n,,,,-1066061.3830000013,Lékárna Na Václavském náměstí,
"Václavské náměstí 8, Praha 11000",,-742672.9998000003,n,,"Adamova lékárna U zlatého noha, s.r.o.",Adamova lékárna U Zlatého noha s.r.o.,-1043473.0042000003,Adamova lékárna,
"Vídeňská 1, Znojmo 66902",,-642753.1620000005,n,,Lékárna U svaté Alžběty,Lékárna U svaté Alžběty,-1194114.3858000003,Lékárna U svaté Alžběty s.r.o.,
"Vídeňská 100, OC Futurum, Brno 61900",BENU,-598487.7564999983,n,,,,-1165878.0967999995,BENU Lékárna,
"Vídeňská 1958, Praha 14021",,-740595.9323000014,n,,,,-1051087.4657999985,"IKEM, ústavní lékárna",
"Vídeňská 22B, Brno 63900",BENU,-599246.5067000017,n,,,,-1161913.2877000012,BENU Lékárna,
"Vídeňská 7, Brno 63900",,-599188.2906000018,n,,Lékárna Milosrdných bratří,Lékárna Milosrdných bratří,-1161753.9893999994,Lékárna Milosrdných bratří,
"Vídeňská 800, Praha 14059",,-739510.7340999991,n,,Ústavní lékárna FTN,"FTN, Ústavní lékárna",-1053835.9510999992,Lékárna Thomayerovy nemocnice,
"Vídeňská 87, Klatovy 33901",,-834198.7600000016,n,,,,-1107965.4070000015,U KLATOVSKÉ MADONY,
"Vídeňská 89a, Brno 63900",BENU,-599323.0927000009,y,,,"EUROPHARM a.s., Lékárna Jaro",-1162097.2762000002,BENU Lékárna,EUROPHARM
"Vídeňská 995, Brno 63900",Dr.Max,-599228.700100001,n,,,,-1162373.2353999987,Dr.Max LÉKÁRNA,
"Vídeňská třída 684, Znojmo 66902",Dr.Max,-642412.7531999983,y,,,"Eurolékárna s.r.o., Lékárna",-1194901.9888999984,Dr.Max LÉKÁRNA,Eurolékárna
"Víta Nejedlého 1063, Hradec Králové 50003",Dr.Max,-639537.5245000012,n,,,,-1042239.8218999989,Dr.Max LÉKÁRNA,
"Víta Nejedlého 1497, Mnichovo Hradiště 29501",,-697431.4578999989,n,,,Lékárna ARKÁNUM,-1000547.0549999997,Lékárna Arkánum,
"Vítkovická 3278, Ostrava - Moravská Ostrava 70200",Dr.Max,-470806.7254999988,n,,,,-1102291.2796999998,Dr.Max LÉKÁRNA,
"Vítězná 107, Litovel 78401",,-558494.3603000008,n,,,,-1108056.1286000013,Lékárna U Alberta,
"Vítězná 194, Karlovy Vary 36001",,-849418.5692000017,n,,,,-1010579.5258000009,Pilulka Lékárna,
"Vítězná 2886, Šumperk 78701",Dr.Max,-562653.1422999986,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1077382.6226999983,Dr.Max LÉKÁRNA,Dr.Max
"Vítězné nám. 9, Praha 16000",BENU,-744351.4039000012,n,,,,-1041264.7021999992,BENU Lékárna,
"Vítězné náměstí 13, Praha 16000",Dr.Max,-744334.6284000017,y,,,"Avicenum s.r.o., Lékárna Berytos",-1041363.3707999997,Dr.Max LÉKÁRNA,
"Vítězství 184, Boletice nad Labem 40711",,-748949.3469000012,n,,,,-968589.3418999985,Na Výsluní,
"Východní 1352, Staré Město 68603",,-538163.0040000007,n,,,,-1180084.5241999999,TILIA APOTHEKA s.r.o.,
"Výprachtice 175, Výprachtice 56134",,-584611.4668000005,n,,,,-1073441.2019999996,OOVL-L Urban,
"Výstupní 2, Ústí n. Labem 40011",,-759991.9376999997,n,,,,-974868.996199999,Lékárna Dobětice,
"Výškovická 120, Ostrava - Zábřeh 70030",BENU,-475055.19779999927,n,,,,-1106314.0143,BENU Lékárna,
"Výškovická 2637, Ostrava - Zábřeh 70030",,-474915.57180000097,n,,,,-1106149.4321000017,Lékárna Kotva,
"Výškovická 3086, Ostrava - Zábřeh 70030",Dr.Max,-474665.11769999936,n,,,,-1105151.5557999983,Dr.Max LÉKÁRNA,
"Vřesová 11, Šumperk 78701",Dr.Max,-563282.7256000005,n,,,,-1079189.9074999988,Dr.Max LÉKÁRNA,
"Všebořická 396, Ústí n. Labem 40010",Dr.Max,-763607.3968999982,n,,,,-973030.4622000009,Dr.Max LÉKÁRNA,
"Všeruby 317, Všeruby 33016",,-831084.0744999982,n,,,,-1057709.0951000005,OOVL - L Remus,
"Všestary 154, Všestary 50312",,-645604.5753000006,n,,,,-1036450.8953999989,OOVL - L u Anděla strážce,
"Washingtonova 9, Praha 11000",,-742229.8288000003,n,,,,-1043858.4919000007,Lékárna Neopharm Washingtonova,
"Weberova 7, Děčín 40502",,-748820.2749999985,n,,,,-966855.0604000017,Lékárna Viki,
"Wellnerova 1215, Olomouc 77900",,-547713.9206000008,n,,,,-1121178.8559999987,Lékárna V Ušáku,
"Wilsonova 1678, Praha 12000",,-741745.1090000011,n,,,,-1043360.443,Salfa lékárna s drogerií,
"Wilsonova 220, Přerov 75002",Dr.Max,-534321.7947000004,n,,,,-1138258.8993999995,Dr.Max LÉKÁRNA,
"Wilsonova 300, Praha 12000",Dr.Max,-741897.6719000004,n,,,,-1043612.7782000005,Dr.Max LÉKÁRNA,
"Wilsonova 596, Slaný 27401",BENU,-764638.5557000004,y,,"Lékárna u Divadla, PROFA, s.r.o.","Dalufra s.r.o., Lékárna u Divadla",-1023916.0416000001,BENU Lékárna,
"Wolkerova 535, Zlaté Hory 79376",,-529551.500599999,n,,Lékárna,Lékárna Aura,-1049024.4188,Lékárna Aura,
"Wolkerova 890, Vítkov 74901",,-509265.9646999985,n,,,"H.K. lékárna s.r.o., Lékárna Panax",-1104566.8049000017,Lékárna Panax,
"Wonkova 1225, Hradec Králové 50002",,-641777.3022999987,n,,"GEMA, s.r.o. - lékárna","GEMA s.r.o., Lékárna Za skleněnou věží",-1041625.0045000017,Lékárna Za skleněnou věží,
"Wurmova 724, Čejkovice 69615",,-577855.3310999982,n,,,,-1195373.0295999981,OOVL - L Mutěnice,
"Za Chlumem 814, Bílina 41801",,-780440.1557999998,n,,Lékárna Za Chlumem,"Chronex, s.r.o., Lékárna Za Chlumem",-985167.5637000017,Lékárna Altea,
"Za Krejcárkem 150, Milevsko 39901",Dr.Max,-756763.1878000014,y,,,Lékárna U polikliniky,-1112288.006000001,Dr.Max LÉKÁRNA,
"Za Mlýnem 1857, Staré Město 68603",,-538664.5221000016,n,,,,-1180039.6391999982,"Lékárna Za Mlýnem, s.r.o.",
"Za Pilou 205, Luže 53854",,-630947.3022000007,n,,,,-1079139.0256000012,Lékárna Violka,
"Za Potokem 279, Nový Jičín 74101",,-494183.9118999988,n,,,,-1126882.7250999995,Lékárna Loučka,
"Za pilou 199, Bohuňovice 78314",,-543602.3907000013,n,,,"Lékárna LEX s.r.o., Lékárna Na středisku",-1114123.8770000003,Na středisku,
"Za poštou 112, Veselí nad Moravou 69801",,-544751.752700001,y,,,"Lékárny Lloyds s.r.o., Lékárna Růže",-1193511.0568999983,Lékárna U pošty,Lékárny Lloyds
"Zahradnická 1078, Blatná 38801",,-791432.6279000007,n,,Lékárna ARNIKA,Lékárna ARNIKA  s.r.o.,-1110262.8095000014,Lékárna Arnika,
"Zahradnická 72, Příbram 26101",,-778203.3498999998,y,,,"ALIPEX s.r.o., Lékárna Čtyřlístek",-1082973.3394000009,Lékárna Pod Svatou Horou,ALIPEX
"Zahradní 1, Mšeno u Mělníka 27735",,-722766.1623999998,n,,,,-1006479.8557999991,Lékárna Mšeno,
"Zahradní 44, České Budějovice 37005",,-757254.2569999993,n,,,,-1164905.9173999988,Lékárna Zahradní,
"Zahradní 51, Hrušovany nad Jevišovkou 67167",,-617454.7047999986,n,,,,-1199441.9767999984,Nová lékárna,
"Zahradní 580, Bystřice nad Pernštejnem 59301",,-619134.0124999993,n,,"Lékárna ARNICA, s.r.o.",Lékárna ARNICA s.r.o.,-1121497.7267999984,"Lékárna ARNICA, spol.s r.o.",
"Zahradní 616, Dolní Bousov 29404",,-687707.2855999991,n,,Lékárna,Lékárna Dolní Bousov s.r.o.,-1011058.9008999988,Lékárna Dolní Bousov,
"Zahradní 973, Zlín-Malenovice 76302",,-526610.3081,n,,,,-1166644.8856000006,Apopharm,
"Zahradníkova 2, Brno 60200",,-599045.1541000009,n,,Výdejna prostředků zdravot. techniky,Lékárna Zahradníkova,-1159431.7655999996,Lékárna Zahradníkova,
"Zahrádkářská 858, Ostrava - Vřesina 74285",,-482176.628800001,n,,,,-1101810.1317000017,Lékárna U svatého Antonína,
"Zakladatelská 975, Karviná - Nové Město 73506",,-451772.2045999989,n,,,,-1099342.3574,Lékárna KHN a.s.,
"Zalužanského 1189, Ostrava - Vítkovice 70300",Agel,-471744.6757999994,n,,,,-1103806.430300001,LÉKÁRNA AGEL,
"Zauličí 184, Štramberk 74266",,-484539.63049999997,n,,Lékárna,"Saneterra s.r.o., Lékárna Centrum - OOVL+F786",-1127968.6184,OOVL - L Centrum,
"Zašovská 778, Valašské Meziříčí 75701",,-495522.5934999995,n,,,,-1139465.3280000016,LÉKÁRNA PANAX,
"Zašová 42, Zašová 75651",,-491423.6152999997,n,,,,-1140315.4648999982,OOVL - Lékárny,
"Zborovská 104, Zdounky 76802",,-546551.2551000006,n,,,Lékárna,-1162425.2155999988,Lékárna Zdounky s.r.o.,
"Zborovská 1245, Hranice 75322",,-512018.11459999904,n,,,,-1129158.075100001,LÉKÁRNA HROMŮVKA,
"Zborovská 2008, Hranice 75301",Dr.Max,-511642.2419999987,n,,,,-1128989.386599999,Dr.Max LÉKÁRNA,
"Zborovská 357, Jince 26223",,-778950.3145000003,n,,,,-1072587.2621,Jinecká lékárna,
"Zborovská 51, Přelouč 53501",,-662692.1528999992,n,,Lékárna U zlatého raka,"MKD-Pharmacy, s.r.o., Lékárna U zlatého raka",-1058759.5714000016,U Zlatého raka,
"Zbraslavice 362, Zbraslavice 28521",,-692501.8161999993,n,,,,-1080696.5075999983,Lékárna U Českého lva,
"Zbraslavské nám. 457, Praha 15600",,-746542.7358000018,n,,,,-1054996.449000001,Zbraslavská lékárna,
"Zdaboř 227, Příbram V 26101",Devětsil JST,-780058.8453000002,n,,,,-1084169.2170000002,Lékárna U Naděje,
"Zdeňka Chalabaly 2, Ostrava - Bělský Les 70030",,-473706.73319999874,n,,,,-1107675.9045999981,Bělský les,
"Zdislavická 583, Praha 14200",Dr.Max,-742208.8927999996,n,,,,-1050944.7236000001,Dr.Max LÉKÁRNA,
"Zdravotnická 116, Jakubčovice nad Odrou 74236",,-507495.6123000011,n,,,,-1114061.4596000016,OOVL - L SELMA,
"Zdravotnické středisko 1541, Dubňany 69603",,-565653.815299999,n,,,,-1195358.387600001,"Lékárna Dubňany, s.r.o.",
"Zdíkov 215, Zdíkov 38472",,-810441.5106000006,n,,,,-1145962.297600001,OOVL - Lékárny,
"Zelenohorská 266, Kokonín 46801",,-680108.7661999986,n,,,,-982018.2732999995,Kokonín,
"Zelená 1570, Praha 16000",,-744597.9948999994,n,,,,-1040544.003899999,Pod sv. Matějem,
"Zelená 30, Ostrava - Moravská Ostrava 70200",,-471249.2060999982,n,,,,-1102201.7479999997,Lékárna na Zelené,
"Zenklova 1545, Praha 18000",Dr.Max,-738866.7259999998,n,,,,-1041126.7813999988,Dr.Max LÉKÁRNA,
"Zenklova 220, Praha 18200",,-739626.9998999983,n,,Stará lékárna,,-1039794.002700001,Stará lékárna,
"Zenklova 32, Praha 18000",BENU,-738864.9992000014,n,,,,-1041583.0033,BENU Lékárna,
"Zenklova 340, Praha 18000",,-738858.679299999,n,,,,-1041657.8255000003,Lékárna Neopharm,
"Zhořelecká 514, Praha 18100",,-742945.9987999983,n,,,,-1038063.0025000013,Lékárna Visla,
"Zikova 736, Olomouc 77900",,-547031.4937000014,n,,,,-1123335.8942999989,Lékárna Rena Olomouc s.r.o,
"Zlatnická 7, Praha 11000",,-742002.5196000002,n,,Lékárna U zlaté lodi,Lékárna U Zlaté lodi,-1042807.3343999982,U Zlaté lodi,
"Zlatá 5, Kolín I 28002",,-688394.6678999998,n,,,,-1056900.3740000017,Zlatá lékárna,
"Zlatá stezka 360, Kašperské Hory 34192",,-819726.749400001,n,,Lékárna,,-1138150.7276000008,Lékárna Na Zlaté stezce,
"Znojemská 1383, Třebíč 67401",BENU,-650412.3451000005,n,,,,-1153991.0868000016,BENU Lékárna,
"Znojemská 235, Moravský Krumlov 67201",,-621984.7606000006,n,,,,-1175126.9266999997,Na Poliklinice,
"Zubří 824, Zubří 75654",,-487903.24430000037,n,,,,-1141479.576299999,Lékárna,
"Zábrdovická 20, Brno 61500",,-596228.5601999983,n,,Lékárna,Lékárna U lázní,-1160283.4189999998,U lázní,
"Zábrdovická 3, Brno 63600",,-596547.6904999986,n,,Lékárna,Vojenská nemocnice OFZT Lékárna,-1160082.875,Lékárna VN,
"Záhlinická ul. č. 1216, Hulín 76824",,-534250.4235999994,n,,,,-1154129.9393000007,Lékárna Medica,
"Záhumenní 1477, Kopřivnice 74221",,-482958.96189999953,n,,,,-1126824.125500001,Lékárna Na středisku,
"Záhumenská 445, České Meziříčí 51771",,-625108.8953000009,n,,Lékárna Primula,Lékárna Primula,-1035685.2802999988,Lékárna PRIMULA,
"Zákostelní 611, Hrotovice 67555",,-639266.9748000018,n,,Lékárna U Sv.Trojice,Lékárna U Sv. Trojice,-1165953.0399000011,Lékárna u Sv.Trojice,
"Zámecká 20, Teplice nad Metují 54957",,-612263.8834000006,n,,Lékárna U svaté Alžběty,Lékárna U svaté Alžběty,-1002612.6314999983,Lékárna U sv. Alžběty,
"Zámecká 206, Neplachovice 74774",,-503234.21489999816,n,,,Lékárna Poliklinika s.r.o. - OOVL,-1080788.0791000016,OOVL - L POLIKLINIKA,
"Zámecká 2111, Tachov 34701",Dr.Max,-874579.998399999,n,,,,-1055837.0023999996,Dr.Max LÉKÁRNA,
"Zámecká 454, Ždánice 69632",,-569421.1552999988,n,,Lékárna,Lékárna Ždánice,-1178507.7556000017,Lékárna Ždánice,
"Zámecká 550, Bučovice 68501",,-570172.3018000014,n,,,,-1168724.8662,Lékárna U Zámku,
"Zámecká ul. 370, Brodek u Prostějova 79807",,-561654.0725999996,n,,,,-1145045.1246999986,Lékárna,
"Zámecký vrch 423, Karlovy Vary 36001",,-849362.7653999999,n,,,,-1011815.8209999986,LÉKÁRNA St. MARIA,
"Záměstí 215, Choceň 56501",,-615967.8647999987,n,,,"Lékárna Na Záměstí, s.r.o.",-1068419.0238000005,LÉKÁRNA NA ZÁMĚSTÍ,
"Zárubova 498, Praha 14200",,-742915.3099000007,n,,,,-1051107.8652000017,Lékárna Zárubova,
"Závodní 1044, Ostrava - Hrabůvka 70030",,-472212.00829999894,n,,,,-1105993.6473000012,Lékárna U Edisona,
"areál Chemopetr.a.s.- polikl., Litvínov 43670",,-791900.8088999987,n,,,,-978575.6521999985,Paracelsus,
"br. Veverkových 2874, Karviná - Hranice 73301",,-450887.0808000006,n,,,,-1099904.3040000014,Lékárna Galenica,
"gen. Svobody 280, Havířov - Šumbark 73601",,-461500.74450000003,n,,,,-1105940.239599999,Lékárna U Pramene,
"gen.Svobody 266, Černožice nad Labem 50304",,-636729.6640999988,n,,,,-1030636.0738999993,OOVL - L Tilia,
"kpt. Jaroše 110, Klatovy 33901",Dr.Max,-834366.5062999986,y,,,"DIAKON s.r.o., Výdejna ZP",-1107444.547600001,Dr.Max LÉKÁRNA,
"lázeňský dům Prusík č. 1, Konstantinovy Lázně 34952",,-848555.9316999987,n,,,,-1050610.9692000002,OOVL - L U Zlaté koruny,
"naměstí Míru 199, Vracov 69642",,-556361.6616999991,n,,,,-1189151.1262000017,Lékárna Na městečku,
"nám. 17.listopadu 1545, Strážnice 69662",,-549806.6209000014,n,,,,-1198489.3055999987,Lékárna Strážnice,
"nám. 28.dubna 2, Brno 63500",,-603424.7791999988,n,,,,-1156766.7168000005,Salfa lékárna s drogerií,
"nám. 28.října 28, Tišnov 66601",,-609536.501600001,n,,,,-1142111.0568000004,Lékárna ARNICA,
"nám. 5. května 2, Jinočany 25225",,-754457.9301999994,n,,,,-1047624.4924000017,Lékárna Jinočany,
"nám. 8. května 330, Meziboří 43513",,-791901.9475999996,n,,,Lékárna,-976104.5328000002,Meziboří,
"nám. 8.května 367, Hranice na Moravě 75301",,-512771.54459999874,n,,,,-1129496.3630999997,Zelená lékárna,
"nám. 9. května 501, Moravský Beroun 79305",,-531247.9345999993,n,,,,-1100647.2980000004,Lékárna Moravský Beroun s.r.o.,
"nám. 9.května 790, Velké Pavlovice 69106",,-586601.6011000015,n,,,,-1194553.9807000011,Lékárna U ALEXANDRA,
"nám. B. Kašpara 450, Chlumčany 33442",,-828870.0161999986,n,,,,-1081600.9814000018,OOVL - L Svatovítská lékárna,
"nám. Budovatelů 1403, Karviná - Nové Město 73506",,-452246.435800001,n,,,,-1099614.4923,Lékárna U sv. Františka,
"nám. Dr. Brauna 369, Ostrava - Svinov 72100",,-476079.5731000006,n,,,,-1102643.5372000001,Lékárna Belladonna,
"nám. Dr. E. Beneše 1559, Jirkov 43111",,-804898.6622000001,n,,,,-987662.7714000009,U Zlatého jelena,
"nám. Dr.E. Beneše 41, Holešov 76901",,-526341.8438000008,n,,,,-1152781.8447000012,Lékárna Pod Věží s.r.o.,
"nám. Dr.Horákové 7, Karlovy Vary 36001",,-850507.6270000003,n,,,,-1011102.4492000006,Medea,
"nám. Dukelských hrdinů 102, Žlutice 36452",,-831825.9288000017,n,,"ČEDVO s.r.o., lékárna","ČEDVO s.r.o., Lékárna",-1029497.1268999986,Lékárna ČEDVO s.r.o.,
"nám. F. L. Věka 18, Dobruška 51801",,-616818.2318999991,n,,,,-1035914.5218999982,U Zlatého lva,
"nám. F. L. Věka 38, Dobruška 51801",,-616703.5111999996,n,,,,-1035924.6829999983,Lékárna,
"nám. Fr. Křižíka 167, Plánice 34034",,-820783.0186999999,n,,,,-1110913.5654000007,OOVL - L Na Pražské,
"nám. Generála Piky 2703, Plzeň 32600",Devětsil JST,-820972.1986999996,n,,,,-1071628.1394000016,Zelená hvězda,
"nám. H.Synkové 945, Brumov - Bylnice 76331",,-495950.27519999817,n,,,,-1183632.4836000018,Lékárna Na náměstí,
"nám. Hrdinů 8-9, Krnov 79401",,-509825.1356000006,n,,,,-1069623.6625999995,Lékárna Na poliklinice,
"nám. J.M.Marků 119, Lanškroun 56301",,-589367.5936999992,n,,,,-1081454.3597999997,Lékárna U Milosrdného Samaritána,
"nám. J.M.Marků 57, Lanškroun 56301",,-589338.2204999998,n,,,,-1081587.4056999981,Lékárna Energia,
"nám. Jana Zajíce 6, Vítkov 74901",,-509286.8178000003,n,,,,-1104743.181499999,Lékárna Na Náměstí,
"nám. Jana Žižky z Trocnova 148, Čáslav 28601",,-676386.6273999996,n,,,,-1071708.2501000017,Pod Štítem,
"nám. Jiřího z Poděbrad 64, Nový Knín 26203",,-756580.1154000014,n,,,Lékárna,-1074767.375500001,Lékárna Nový Knín,
"nám. Karla IV. 200, Mělník 27601",,-734824.3434000015,n,,,,-1014535.3484999985,Centrum,
"nám. Karla IV. 244, Nejdek 36221",,-858124.7712999992,n,,Lékárna U zlatého lva,Lékárna U Zlatého lva,-999155.5973999985,U zlatého lva,
"nám. Komenského 9, Fulnek 74245",,-499035.7105999999,n,,,,-1112784.6550000012,Lékárna 409,
"nám. Krále Vladislava 223, Velvary 27324",,-752897.7314000018,n,,Lékárna,Lékárna,-1019751.8715999983,Lékárna Velvary,
"nám. M.Horákové 1313, Karlovy Vary 36001",BENU,-850541.5973999985,n,,,,-1011103.3229999989,BENU Lékárna,
"nám. Míru 1006, Rožnov pod Radhoštěm 75661",,-484199.0133999996,n,,,,-1142515.421500001,Lékárna U Matky Boží,
"nám. Míru 12, Město Albrechtice 79395",,-624814.0527000017,n,,,,-1051183.9145999998,Lékárna U Jana,
"nám. Míru 123, Domažlice 34401",,-859718.9470999986,n,,,Lékárna U zlatého jelena s.r.o.,-1098473.9684000015,U ZLATÉHO JELENA,
"nám. Míru 149, Šluknov 40777",,-726724.1926000006,n,,,,-942341.0196000002,Lékárna HERBA,
"nám. Míru 149, Židlochovice 66714",,-599284.3931000009,n,,,,-1178281.2237999998,Galen Plus a.s.,
"nám. Míru 15, Bavorov 38773",,-782274.2697999999,n,,,Lékárna U zlatého slunce - OOVL,-1145914.5582999997,Lékárna Pod Helfenburkem,
"nám. Míru 19, Frenštát pod Radhoštěm 74401",BENU,-478442.97300000116,n,,,,-1133000.8561000004,BENU Lékárna,
"nám. Míru 21, Hustopeče nad Bečvou 75366",,-503053.05680000037,n,,,,-1132775.9283000007,OOVL - L Na Nábřeží,
"nám. Míru 3, Rýmařov 79501",,-541900.2756000012,n,,,,-1084236.8092,Lékárna Avion,
"nám. Míru 30, Úsov 78973",,-562110.1339999996,n,,,,-1096949.5350000001,OOVL - L U sv. Anny,
"nám. Míru 31, Svitavy 56802",,-601275.1264000013,n,,"LEBO, s.r.o., Zelená lékárna",,-1097730.3304999992,LEBO - Zelená lékárna,
"nám. Míru 344, Šluknov 40777",,-726710.4079000019,n,,Lékárna Na náměstí,Lékárna Na Náměstí,-942421.4836000018,Na náměstí,
